ID,Level,Code,Name,enName,parent,children,officeName,Kana
199,class10s,471010,本島中南部,Central and Southern Main Island,471000,,,
200,class10s,471020,本島北部,Northern Main Island,471000,,,
201,class10s,471030,久米島,Kumejima,471000,,,
202,class10s,474010,石垣島地方,Ishigakijima Region,474000,,,
203,class10s,474020,与那国島地方,Yonagunijima Region,474000,,,
204,class15s,011011,宗谷北部,Northern Soya,011000,,,
205,class15s,011012,宗谷南部,Southern Soya,011000,,,
206,class15s,011013,利尻・礼文,Rishiri Rebun,011000,,,
207,class15s,012011,上川北部,Northern Kamikawa,012010,,,
208,class15s,012012,上川中部,Middle Kamikawa,012010,,,
209,class15s,012013,上川南部,Southern Kamikawa,012010,,,
210,class15s,012021,留萌北部,Northern Rumoi,012020,,,
211,class15s,012022,留萌中部,Middle Rumoi,012020,,,
212,class15s,012023,留萌南部,Southern Rumoi,012020,,,
213,class15s,013011,網走西部,Western Abashiri,013010,,,
214,class15s,013012,網走東部,Eastern Abashiri,013010,,,
215,class15s,013013,網走南部,Southern Abashiri,013010,,,
216,class15s,013031,紋別北部,Northern Mombetsu,013030,,,
217,class15s,013032,紋別南部,Southern Mombetsu,013030,,,
218,class15s,014011,根室北部,Northern Nemuro,014010,,,
219,class15s,014012,根室中部,Middle Central,014010,,,
220,class15s,014013,根室南部,Southern Nemuro,014010,,,
221,class15s,014021,釧路北部,Northern Kushiro,014020,,,
222,class15s,014022,釧路中部,Middle Kushiro,014020,,,
223,class15s,014023,釧路南東部,South-eastern Kushiro,014020,,,
224,class15s,014024,釧路南西部,South-western Kushiro,014020,,,
225,class15s,014031,十勝北部,Northern Tokachi,014030,,,
226,class15s,014032,十勝中部,Middle Tokachi,014030,,,
227,class15s,014033,十勝南部,Southern Tokachi,014030,,,
228,class15s,015011,胆振西部,Western Iburi,015010,,,
229,class15s,015012,胆振中部,Middle Iburi,015010,,,
230,class15s,015013,胆振東部,Eastern Iburi,015010,,,
231,class15s,015021,日高西部,Western Hidaka,015020,,,
232,class15s,015022,日高中部,Middle Hidaka,015020,,,
233,class15s,015023,日高東部,Eastern Hidaka,015020,,,
234,class15s,016011,石狩北部,Northern Ishikari,016010,,,
235,class15s,016012,石狩中部,Middle Ishikari,016010,,,
236,class15s,016013,石狩南部,Southern Ishikari,016010,,,
237,class15s,016021,北空知,Northern Sorachi,016020,,,
238,class15s,016022,中空知,Middle Sorachi,016020,,,
239,class15s,016023,南空知,Southern Sorachi,016020,,,
240,class15s,016031,後志北部,Northern Shiribeshi,016030,,,
241,class15s,016032,羊蹄山麓,The foot of Mt. Yotei,016030,,,
242,class15s,016033,後志西部,Western Shiribeshi,016030,,,
243,class15s,017011,渡島北部,Northern Oshima,017010,,,
244,class15s,017012,渡島東部,Eastern Oshima,017010,,,
245,class15s,017013,渡島西部,Western Oshima,017010,,,
246,class15s,017021,檜山北部,Northern Hiyama,017020,,,
247,class15s,017022,檜山南部,Southern Hiyama,017020,,,
248,class15s,017023,檜山奥尻島,Hiyama Okushirito,017020,,,
249,class15s,020011,東青津軽,Tosei Tsugaru,020010,,,
250,class15s,020012,北五津軽,Kitago Tsugaru,020010,,,
251,class15s,020013,西津軽,Nishitsugaru,020010,,,
252,class15s,020014,中南津軽,Chunan Tsugaru,020010,,,
253,class15s,020031,三八,Sanpachi,020030,,,
254,class15s,020032,上北,Kamikita,020030,,,
255,class15s,030011,盛岡地域,Morioka Area,030010,,,
256,class15s,030012,二戸地域,Ninohe Area,030010,,,
257,class15s,030013,花北地域,Hanakita Area,030010,,,
258,class15s,030014,遠野地域,Tono Area,030010,,,
259,class15s,030015,奥州金ケ崎地域,Oshu Kanegasaki Area,030010,,,
260,class15s,030016,両磐地域,Ryoban Area,030010,,,
261,class15s,030021,久慈地域,Kuji Area,030020,,,
262,class15s,030022,宮古地域,Miyako Area,030020,,,
263,class15s,030031,釜石地域,Kamaishi Area,030030,,,
264,class15s,030032,大船渡地域,Ofunato Area,030030,,,
265,class15s,040011,東部仙台,Eastern Sendai,040010,,,
266,class15s,040012,石巻地域,Ishinomaki Area,040010,,,
267,class15s,040013,東部大崎,Eastern Osaki,040010,,,
268,class15s,040014,気仙沼地域,Kesennuma Area,040010,,,
269,class15s,040015,東部仙南,Eastern Sennan,040010,,,
270,class15s,040016,登米・東部栗原,Tome and Eastern Kurihara,040010,,,
271,class15s,040021,西部仙台,Western Sendai,040020,,,
272,class15s,040022,西部仙南,Western Sennan,040020,,,
273,class15s,040023,西部大崎,Western Osaki,040020,,,
274,class15s,040024,西部栗原,Western Kurihara,040020,,,
275,class15s,050011,秋田中央地域,Akita Central Area,050010,,,
276,class15s,050012,能代山本地域,Noshiro Yamamoto Area,050010,,,
277,class15s,050013,本荘由利地域,Honjo Yuri Area,050010,,,
278,class15s,050021,北秋鹿角地域,Hokusyu Kazuno Area,050020,,,
279,class15s,050022,仙北平鹿地域,Semboku Hiraka Area,050020,,,
280,class15s,050023,湯沢雄勝地域,Yuzawa Ogachi Area,050020,,,
281,class15s,060011,東南村山,South-eastern Murayama,060010,,,
282,class15s,060012,北村山,Northern Murayama,060010,,,
283,class15s,060013,西村山,Western Murayama,060010,,,
284,class15s,060021,東南置賜,South-eastern Okitama,060020,,,
285,class15s,060022,西置賜,Western Okitama,060020,,,
286,class15s,060031,庄内北部,Northern Shonai,060030,,,
287,class15s,060032,庄内南部,Southern Shonai,060030,,,
288,class15s,070011,中通り北部,Northern Nakadori,070010,,,
289,class15s,070012,中通り中部,Central Nakadori,070010,,,
290,class15s,070013,中通り南部,Southern Nakadori,070010,,,
291,class15s,070021,浜通り北部,Northern Hamadori,070020,,,
292,class15s,070022,浜通り中部,Central Hamadori,070020,,,
293,class15s,070023,浜通り南部,Southern Hamadori,070020,,,
294,class15s,070031,会津北部,Northern Aizu,070030,,,
295,class15s,070032,会津中部,Central Aizu,070030,,,
296,class15s,070033,会津南部,Southern Aizu,070030,,,
297,class15s,080011,県央地域,Ken-o Area,080010,,,
298,class15s,080012,県北地域,Kempoku Area,080010,,,
299,class15s,080021,鹿行地域,Rokko Area,080020,,,
300,class15s,080022,県南地域,Kennan Area,080020,,,
301,class15s,080023,県西地域,Kensei Area,080020,,,
302,class15s,090011,県央部,Ken-o part,090010,,,
303,class15s,090012,南東部,South-eastern Region,090010,,,
304,class15s,090013,南西部,South-western Region,090010,,,
305,class15s,090021,那須地域,Nasu Area,090020,,,
306,class15s,090022,日光市,Nikko City,090020,,,
307,class15s,100011,前橋・桐生地域,Maebashi Kiryu Area,100010,,,
308,class15s,100012,伊勢崎・太田地域,Isesaki Ota Area,100010,,,
309,class15s,100013,高崎・藤岡地域,Takasaki Fujioka Area,100010,,,
310,class15s,100021,利根・沼田地域,Tone Numata Area,100020,,,
311,class15s,100022,吾妻地域,Agatsuma Area,100020,,,
312,class15s,110011,南中部,Southern Central Region,110010,,,
313,class15s,110012,南東部,South-eastern Region,110010,,,
314,class15s,110013,南西部,South-western Region,110010,,,
315,class15s,110021,北東部,North-eastern Region,110020,,,
316,class15s,110022,北西部,North-western Region,110020,,,
317,class15s,120011,千葉中央,Central Chiba,120010,,,
318,class15s,120012,印旛,Imba,120010,,,
319,class15s,120013,東葛飾,Higashi-katsushika,120010,,,
320,class15s,120021,香取・海匝,Katori Kaiso,120020,,,
321,class15s,120022,山武・長生,Sammu Chosei,120020,,,
322,class15s,120031,君津,Kimitsu,120030,,,
323,class15s,120032,夷隅・安房,Isumi Awa,120030,,,
324,class15s,130011,２３区西部,Western Region of 23 wards,130010,,,
325,class15s,130012,２３区東部,Eastern Region of 23 wards,130010,,,
326,class15s,130013,多摩北部,Northern Tama,130010,,,
327,class15s,130014,多摩西部,Western Tama,130010,,,
328,class15s,130015,多摩南部,Southern Tama,130010,,,
329,class15s,130021,大島,Oshima Island,130020,,,
330,class15s,130022,新島,Niijima Island,130020,,,
331,class15s,130031,八丈島,Hachijojima Island,130030,,,
332,class15s,130032,三宅島,Miyakejima Island,130030,,,
333,class15s,140011,横浜・川崎,Yokohama Kawasaki,140010,,,
334,class15s,140012,湘南,Shonan,140010,,,
335,class15s,140013,三浦半島,Miura Peninsula,140010,,,
336,class15s,140021,相模原,Sagamihara,140020,,,
337,class15s,140022,県央,Ken-o,140020,,,
338,class15s,140023,足柄上,Ashigara-kami,140020,,,
339,class15s,140024,西湘,Seisho,140020,,,
340,class15s,150011,新潟地域,Niigata Area,150010,,,
341,class15s,150012,岩船地域,Iwafune Area,150010,,,
342,class15s,150013,新発田地域,Shibata Area,150010,,,
343,class15s,150014,五泉地域,Gosen Area,150010,,,
344,class15s,150021,長岡地域,Nagaoka Area,150020,,,
345,class15s,150022,三条地域,Sanjo Area,150020,,,
346,class15s,150023,魚沼市,Uonuma City,150020,,,
347,class15s,150024,柏崎地域,Kashiwazaki Area,150020,,,
348,class15s,150025,南魚沼地域,Minami-uonuma Area,150020,,,
349,class15s,150026,十日町地域,Toka-machi Area,150020,,,
350,class15s,150031,上越市,Joetsu City,150030,,,
351,class15s,150032,糸魚川市,Itoigawa City,150030,,,
352,class15s,150033,妙高市,Myoko City,150030,,,
353,class15s,160011,東部南,South-eastern Region,160010,,,
354,class15s,160012,東部北,North-eastern Region,160010,,,
355,class15s,160021,西部北,North-western Region,160020,,,
356,class15s,160022,西部南,South-western Region,160020,,,
357,class15s,170011,加賀北部,Northern Kaga,170010,,,
358,class15s,170012,加賀南部,Southern Kaga,170010,,,
359,class15s,170021,能登北部,Northern Noto,170020,,,
360,class15s,170022,能登南部,Southern Noto,170020,,,
361,class15s,180011,嶺北北部,Northern Reihoku,180010,,,
362,class15s,180012,嶺北南部,Southern Reihoku,180010,,,
363,class15s,180013,奥越,Okuetsu,180010,,,
364,class15s,180021,嶺南東部,Eastern Reinan,180020,,,
365,class15s,180022,嶺南西部,Western Reinan,180020,,,
366,class15s,190011,中北地域,Chuhoku Area,190010,,,
367,class15s,190012,峡東地域,Kyoto Area,190010,,,
368,class15s,190013,峡南地域,Kyonan Area,190010,,,
369,class15s,190021,東部,Eastern Region,190020,,,
370,class15s,190022,富士五湖,Fuji Five Lakes,190020,,,
371,class15s,200011,長野地域,Nagano Area,200010,,,
372,class15s,200012,中野飯山地域,Nakano Iiyama Area,200010,,,
373,class15s,200013,大北地域,Daihoku Area,200010,,,
374,class15s,200021,上田地域,Ueda Area,200020,,,
375,class15s,200022,佐久地域,Saku Area,200020,,,
376,class15s,200023,松本地域,Matsumoto Area,200020,,,
377,class15s,200024,乗鞍上高地地域,Norikura Kamikochi Area,200020,,,
378,class15s,200025,諏訪地域,Suwa Area,200020,,,
379,class15s,200031,上伊那地域,Kamiina Area,200030,,,
380,class15s,200032,木曽地域,Kiso Area,200030,,,
381,class15s,200033,下伊那地域,Shimoina Area,200030,,,
382,class15s,210011,岐阜・西濃,Gifu Seino,210010,,,
383,class15s,210012,東濃,Tono,210010,,,
384,class15s,210013,中濃,Chuno,210010,,,
385,class15s,210021,飛騨北部,Northern Hida,210020,,,
386,class15s,210022,飛騨南部,Southern Hida,210020,,,
387,class15s,220011,中部南,Southern Central Region,220010,,,
388,class15s,220012,中部北,Northern Central Region,220010,,,
389,class15s,220021,伊豆北,Northern Izu,220020,,,
390,class15s,220022,伊豆南,Southern Izu,220020,,,
391,class15s,220031,富士山南東,South-eastern Mt. Fuji,220030,,,
392,class15s,220032,富士山南西,South-western Mt. Fuji,220030,,,
393,class15s,220041,遠州北,Northern Enshu,220040,,,
394,class15s,220042,遠州南,Southern Enshu,220040,,,
395,class15s,230011,尾張東部,Eastern Owari,230010,,,
396,class15s,230012,尾張西部,Western Owari,230010,,,
397,class15s,230013,知多地域,Chita Area,230010,,,
398,class15s,230014,西三河南部,Southern Nishi-mikawa Region,230010,,,
399,class15s,230015,西三河北西部,North-western Nishi-mikawa Region,230010,,,
400,class15s,230021,西三河北東部,North-eastern Nishi-mikawa Region,230020,,,
401,class15s,230022,東三河北部,Northern Higashi-mikawa Region,230020,,,
402,class15s,230023,東三河南部,Southern Higashi-mikawa Region,230020,,,
403,class15s,240011,中部,Central Region,240010,,,
404,class15s,240012,北部,Northern Region,240010,,,
405,class15s,240013,伊賀,Iga,240010,,,
406,class15s,240021,伊勢志摩,Ise Shima,240020,,,
407,class15s,240022,紀勢・東紀州,Kisei Higashi-kishu,240020,,,
408,class15s,250011,近江南部,Southern Omi Region,250010,,,
409,class15s,250012,東近江,Higashi-omi,250010,,,
410,class15s,250013,甲賀,Koka,250010,,,
411,class15s,250021,近江西部,Western Omi,250020,,,
412,class15s,250022,湖北,Kohoku,250020,,,
413,class15s,250023,湖東,Koto,250020,,,
414,class15s,260011,京都・亀岡,Kyoto Kameoka,260010,,,
415,class15s,260012,南丹・京丹波,Nantan Kyotamba,260010,,,
416,class15s,260013,山城中部,Central Yamashiro,260010,,,
417,class15s,260014,山城南部,Southern Yamashiro,260010,,,
418,class15s,260021,丹後,Tango,260020,,,
419,class15s,260022,舞鶴・綾部,Maizuru Ayabe,260020,,,
420,class15s,260023,福知山,Fukuchiyama,260020,,,
421,class15s,270001,大阪市,Osaka City,270000,,,
422,class15s,270002,北大阪,Kita-osaka,270000,,,
423,class15s,270003,東部大阪,Eastern Osaka,270000,,,
424,class15s,270004,南河内,Minami-kawachi,270000,,,
425,class15s,270005,泉州,Senshu,270000,,,
426,class15s,280011,阪神,Hanshin,280010,,,
427,class15s,280012,北播丹波,Hokuban Tamba,280010,,,
428,class15s,280013,播磨北西部,North-western Harima,280010,,,
429,class15s,280014,播磨南東部,South-eastern Harima,280010,,,
430,class15s,280015,播磨南西部,South-western Harima,280010,,,
431,class15s,280016,淡路島,Awajishima,280010,,,
432,class15s,280021,但馬北部,Northern Tajima,280020,,,
433,class15s,280022,但馬南部,Southern Tajima,280020,,,
434,class15s,290011,北西部,North-western Region,290010,,,
435,class15s,290012,北東部,North-eastern Region,290010,,,
436,class15s,290013,五條・北部吉野,Gojo and Northern Yoshino,290010,,,
437,class15s,290021,南東部,South-eastern Region,290020,,,
438,class15s,290022,南西部,South-western Region,290020,,,
439,class15s,300011,紀北,Kihoku,300010,,,
440,class15s,300012,紀中,Kichu,300010,,,
441,class15s,300021,田辺・西牟婁,Tanabe Nishimuro,300020,,,
442,class15s,300022,新宮・東牟婁,Shingu Higashimuro,300020,,,
443,class15s,310011,鳥取地区,Tottori District,310010,,,
444,class15s,310012,八頭地区,Yazu District,310010,,,
445,class15s,310021,倉吉地区,Kurayoshi District,310020,,,
446,class15s,310022,米子地区,Yonago District,310020,,,
447,class15s,310023,日野地区,Hino District,310020,,,
448,class15s,320011,松江地区,Matsue District,320010,,,
449,class15s,320012,出雲地区,Izumo District,320010,,,
450,class15s,320013,雲南地区,Unnan District,320010,,,
451,class15s,320021,大田邑智地区,Oda Ochi District,320020,,,
452,class15s,320022,浜田地区,Hamada District,320020,,,
453,class15s,320023,益田地区,Masuda District,320020,,,
454,class15s,330011,岡山地域,Okayama Area,330010,,,
455,class15s,330012,東備地域,Tobi Area,330010,,,
456,class15s,330013,倉敷地域,Kurashiki Area,330010,,,
457,class15s,330014,井笠地域,Ikasa Area,330010,,,
